1198	662	1174
1199	661	1173
1200	659	721	874	1171
1201	662	733	877	1174
1202	659
1203	664
1204	668	1187
1205	667	1186
1206	664
1207	668
1208	668
1209	669
1210	671
1211	670
1212	669
1213	671
1214	680
1215	674
1216	679
1217	677
1218	679
1219	678
1220	674
1221	679
1222	680
1223	683
1224	683
1225	686
1226	686
1227	688
1228	688
1229	689
1230	688
1231	691
1232	694
1233	693
1234	691
1235	694
1236	703
1237	697
1238	699
1239	698
1240	701
1241	699
1242	703
1243	701
1244	686
1245	703
1246	709
1247	707
1248	709	834
1249	708	833
1250	709
1251	711
1252	711
1253	712
1254	717
1255	714
1256	717
1257	715
1258	717
1259	716
1260	712
1261	717
1262	721	1171
1263	719	1151
1264	721
1265	720
1266	717
1267	721
1268	721
1269	724
1270	724
1271	726
1272	730
1273	729
1274	726
1275	730
1276	735
1277	736
1278	736
1279	739
1280	743
1281	742
1282	739
1283	743
1284	747
1285	746
1286	736
1287	747
1288	751
1289	750
1290	751
1291	753
1292	761
1293	756
1294	760
1295	759
1296	761
1297	760
1298	765
1299	761
1300	761
1301	763
1302	765
1303	764
1304	765
1305	768
1306	768
1307	769
1308	769
1309	772
1310	772
1311	775
1312	779
1313	778
1314	775	781
1315	779	779
1316	785
1317	784
1318	765
1319	785
1320	785
1321	788
1322	788
1323	791
1324	804
1325	796
1326	800
1327	799
1328	804
1329	800
1330	800
1331	802
1332	804
1333	803
1334	804
1335	806
1336	806
1337	808
1338	810
1339	809
1340	808
1341	810
1342	813
1343	812
1344	810
1345	813
1346	813	881	893
1347	815	884	896
1348	819
1349	818
1350	828
1351	824
1352	824
1353	826
1354	822
1355	828
1356	832
1357	831
1358	834
1359	832
1360	834
1361	836
1362	836
1363	838
1364	843
1365	840
1366	843
1367	841
1368	843
1369	842
1370	838
1371	843
1372	847
1373	846
1374	843
1375	847
1376	836
1377	850
1378	850
1379	852
1380	857
1381	854
1382	854
1383	856
1384	852
1385	857
1386	867
1387	860
1388	867	1365
1389	863	1366
1390	867
1391	864
1392	867	1365
1393	865	1363
1394	867	1365
1395	866	1364
1396	870
1397	869
1398	867
1399	870
1400	874
1401	873
1402	867
1403	874
1404	876
1405	875
1406	877
1407	876
1408	881
1409	880
1410	877
1411	881
1412	893
1413	892
1414	890
1415	893
1416	896
1417	895
1418	896
1419	897
1420	893
1421	899
1422	903
1423	902
1424	899
1425	903
1426	907
1427	906
1428	899
1429	907
1430	912
1431	910
1432	912
1433	911
1434	907
1435	912
1436	918
1437	917
1438	893
1439	918
1440	923
1441	922
1442	918
1443	923
1444	926
1445	927
1446	929	938	943	950	1209
1447	928	937	942	949	1208
1448	927	1206
1449	929	1209
1450	933
1451	931
1452	933
1453	932
1454	935
1455	933
1456	935
1457	938
1458	938
1459	940
1460	943
1461	941
1462	938	943
1463	952
1464	947
1465	947
1466	950
1467	952
1468	951
1469	958
1470	956
1471	958
1472	957
1473	952
1474	961
1475	970
1476	964
1477	970
1478	965
1479	968
1480	967
1481	965
1482	968
1483	970
1484	969
1485	974
1486	972
1487	974
1488	973
1489	970
1490	974
1491	977	1077
1492	976	1076
1493	974
1494	977
1495	984
1496	983
1497	985
1498	984
1499	991
1500	989
1501	988	1244
1502	991	1248
1503	991
1504	993
1505	988
1506	996
1507	996
1508	997
1509	988
1510	999
1511	1002
1512	1001
1513	999
1514	1002
1515	1006	1323
1516	1005	1322
1517	1008
1518	1007
1519	1006	1323
1520	1008	1325
1521	1006
1522	1011
1523	1014
1524	1013
1525	1011
1526	1014
1527	1018
1528	1016
1529	1018
1530	1017
1531	1014
1532	1018
1533	1032
1534	1022
1535	1022	1027
1536	1024	1024
1537	1032
1538	1030
1539	1032
1540	1034
1541	1040
1542	1037
1543	1040
1544	1039
1545	1034
1546	1040
1547	1045
1548	1043
1549	1045
1550	1044
1551	1034
1552	1045
1553	1049
1554	1048
1555	1045
1556	1049
1557	1052
1558	1051
1559	1045
1560	1052
1561	1057
1562	1055
1563	1057
1564	1056
1565	1064
1566	1057
1567	1057
1568	1061
1569	1064
1570	1062
1571	1064
1572	1063
1573	1067
1574	1066
1575	1064
1576	1067
1577	1072
1578	1071
1579	1074
1580	1073
1581	1072
1582	1074
1583	1072
1584	1077
1585	1077
1586	1080
1587	1084
1588	1083
1589	1080
1590	1084
1591	1084
1592	1088
1593	1095
1594	1094
1595	1108
1596	1111
1597	1118
1598	1117
1599	1111
1600	1118
1601	1127
1602	1123
1603	1146
1604	1145
1605	1151
1606	1150
1607	1151	1195
1608	1153	1197
1609	1151
1610	1157
1611	1160
1612	1159
1613	1157
1614	1160
1615	1165
1616	1162
1617	1165
1618	1163
1619	1165
1620	1164
1621	1160
1622	1165
1623	1180
1624	1178
1625	1180
1626	1179
1627	1171
1628	1180
1629	1180
1630	1183
1631	1183
1632	1187
1633	1195
1634	1190
1635	1194
1636	1193
1637	1190
1638	1194
1639	1197
1640	1196
1641	1200
1642	1199
1643	1197
1644	1200
1645	1205
1646	1204
1647	1211
1648	1205
1649	1205
1650	1206
1651	1211
1652	1210
1653	1228
1654	1211
1655	1216
1656	1214
1657	1216
1658	1215
1659	1211
1660	1216
1661	1211
1662	1220
1663	1220
1664	1221
1665	1220
1666	1223
1667	1228
1668	1225
1669	1228
1670	1226
1671	1228
1672	1227
1673	1236
1674	1233
1675	1236
1676	1235
1677	1228
1678	1236
1679	1243
1680	1239
1681	1239
1682	1240
1683	1240
1684	1241
1685	1243
1686	1244
1687	1248
1688	1246
1689	1248
1690	1247
1691	1243
1692	1250
1693	1250
1694	1251
1695	1254
1696	1257
1697	1260
1698	1261
1699	1261
1700	1263
1701	1268
1702	1265
1703	1268
1704	1266
1705	1268
1706	1267
1707	1261
1708	1268
1709	1274
1710	1273
1711	1278
1712	1279
1713	1279	1281
1714	1283
1715	1282
1716	1279
1717	1283
1718	1289	1289
1719	1287	1299
1720	1291
1721	1290
1722	1289
1723	1291
1724	1291
1725	1292
1726	1292
1727	1295
1728	1292
1729	1298
1730	1289
1731	1301
1732	1301	1399
1733	1302	1406
1734	1302	1341
1735	1307	1349
1736	1312
1737	1311
1738	1309
1739	1312
1740	1312
1741	1314
1742	1312
1743	1316
1744	1328
1745	1319
1746	1319
1747	1320
1748	1320
1749	1323
1750	1328	1349
1751	1327	1348
1752	1330	1351
1753	1329	1350
1754	1328	1349
1755	1330	1351
1756	1328
1757	1331
1758	1328
1759	1333
1760	1336	1401
1761	1334	1400
1762	1333
1763	1336
1764	1349
1765	1339
1766	1349
1767	1347
1768	1349
1769	1353
1770	1353	1422
1771	1355	1425
1772	1355
1773	1358
1774	1366
1775	1361
1776	1358
1777	1366
1778	1373
1779	1370
1780	1373
1781	1375
1782	1375
1783	1378
1784	1378
1785	1380
1786	1384
1787	1383
1788	1381
1789	1384
1790	1390
1791	1389
1792	1384
1793	1390
1794	1394
1795	1391
1796	1391	1393
1797	1390
1798	1394
1799	1399
1800	1397
1801	1399
1802	1401
1803	1399
1804	1403
1805	1406
1806	1405
1807	1408
1808	1407
1809	1399
1810	1408
1811	1411
1812	1410
1813	1417
1814	1411
1815	1411
1816	1414
1817	1414
1818	1416
1819	1408
1820	1417
1821	1408
1822	1419
1823	1422
1824	1421
1825	1408
1826	1422
1827	1429
1828	1428
1829	1425
1830	1429
1831	1458
1832	1433
1833	1433
1834	1435
1835	1435
1836	1436
1837	1436
1838	1438
1839	1441
1840	1439
1841	1441
1842	1440
1843	1438
1844	1441
1845	1445
1846	1443
1847	1445
1848	1444
1849	1441
1850	1445
1851	1445
1852	1447
1853	1452
1854	1451
1855	1456
1856	1452
1857	1455
1858	1454
1859	1452
1860	1455
1861	1441
1862	1456
1863	1458
1864	1457
1865	1458
1866	1460
1867	1458
1868	1462
1869	1462
1870	1463
1871	1462
1872	1465
1873	1468
1874	1467
1875	1462
1876	1468
1877	1471	1489
1878	1470	1488
1879	1468
1880	1471
1881	1482
1882	1476
1883	1479
1884	1478
1885	1476
1886	1479
1887	1479
1888	1480
1889	1480
1890	1481
1891	1495
1892	1482
1893	1482
1894	1484
1895	1484
1896	1485
1897	1489
1898	1487
1899	1484
1900	1489
1901	1489
1902	1492
1903	1495
1904	1494
1905	1499
1906	1498
1907	1495
1908	1499
1909	1502
1910	1501
1911	1499
1912	1502
