588	2	13
589	0	11
590	2	13	483	536	961
591	1	12	482	535	960
592	9
593	8
594	5
595	9
596	19
597	13
598	13
599	15
600	19
601	17
602	22
603	21
604	19
605	22
606	25
607	24
608	19
609	25
610	19
611	28
612	28
613	29
614	29
615	32
616	32
617	34
618	40
619	36
620	40
621	38
622	34
623	40
624	48
625	44
626	48
627	46
628	48
629	47
630	48
631	51
632	54
633	53
634	51
635	54
636	58
637	57
638	61
639	58
640	58
641	60
642	64
643	62
644	64
645	63
646	69
647	64
648	64
649	67
650	61
651	69
652	69
653	70
654	69
655	72
656	72
657	73
658	79
659	75
660	75
661	77
662	79
663	78
664	72
665	79
666	83
667	82
668	61	83
669	86
670	84
671	86
672	85
673	83
674	86
675	96
676	92
677	92
678	94
679	96
680	95
681	105
682	102
683	105
684	104
685	96
686	105
687	108
688	107
689	105
690	108
691	115
692	114
693	116
694	115
695	116
696	118
697	118
698	119
699	122
700	121
701	119
702	122
703	122
704	124
705	118
706	127
707	131
708	129
709	131
710	130
711	127
712	131
713	134
714	133
715	131
716	134
717	131
718	137
719	137
720	139
721	144
722	143
723	147
724	144
725	149
726	148
727	150
728	149
729	147
730	150
731	156
732	155
733	150
734	156
735	147
736	158
737	163
738	162
739	177
740	169
741	172	224	686
742	171	223	685
743	177
744	172
745	177
746	174
747	177
748	176
749	163
750	177
751	186
752	180
753	183
754	182
755	186
756	183
757	186
758	184
759	186
760	185
761	192
762	191
763	216
764	192
765	192
766	197
767	204
768	200
769	202
770	201
771	204
772	202
773	204
774	203
775	197
776	204
777	204
778	206
779	206
780	208
781	216
782	210
783	210
784	212
785	216
786	213
787	216
788	214
789	216
790	215
791	186
792	216
793	221
794	219
795	221
796	220
797	226
798	221
799	221
800	224
801	226
802	225
803	230	464
804	229	463
805	226
806	230
807	236
808	234
809	236
810	235
811	240
812	236
813	238
814	237
815	236
816	238
817	240	703
818	239	702
819	230
820	240
821	247
822	244
823	247
824	245
825	247	449
826	246	448
827	253	253
828	247	258
829	247
830	248
831	248
832	251
833	253
834	252
835	258
836	256
837	258	751
838	257	747
839	258
840	259
841	259
842	261
843	264
844	263
845	261
846	264
847	268
848	267
849	259
850	268
851	280
852	271
853	271
854	274
855	278
856	277
857	274
858	278
859	253
860	280
861	283
862	282
863	280
864	283
865	302
866	290
867	293
868	291
869	290
870	293
871	296
872	295
873	290
874	296
875	296
876	298
877	302	323
878	300	321
879	302
880	301
881	305
882	304
883	306
884	305
885	302
886	306
887	314
888	312
889	323
890	314
891	317
892	316
893	319
894	317
895	319
896	318
897	314
898	319
899	326
900	325
901	323
902	326
903	336
904	329
905	336
906	331
907	331
908	335
909	326
910	336
911	343
912	341
913	346
914	345
915	343
916	346
917	354
918	353
919	355
920	354
921	355
922	357
923	357
924	359
925	359
926	360
927	359
928	364
929	366
930	365
931	364
932	366
933	369
934	368
935	364
936	369
937	374
938	372
939	374
940	373
941	374
942	376
943	374
944	381
945	381
946	383
947	381
948	388
949	388
950	390
951	381
952	395
953	395
954	397
955	381
956	402
957	402
958	404
959	381
960	409
961	409
962	411
963	418
964	417
965	381
966	418
967	418
968	420
969	432
970	427
971	430
972	429
973	432
974	430
975	432
976	431
977	432
978	434
979	434
980	436
981	434
982	439
983	449	760
984	447	758
985	451	1381
986	449	1380
987	451	935
988	450	934
989	454
990	453
991	451
992	454
993	457	562	1114	1295	1305	1345
994	456	561	1113	1294	1304	1344
995	454	977
996	457	979
997	469
998	460
999	469	890
1000	466	887
1001	469
1002	471
1003	471
1004	473
1005	469
1006	476
1007	480	1061
1008	478	1059
1009	480	828	991	1061
1010	479	827	990	1060
1011	476
1012	480
1013	480
1014	483
1015	488
1016	487
1017	493
1018	492
1019	488
1020	493
1021	496
1022	495
1023	488
1024	496
1025	496
1026	497
1027	501
1028	499
1029	497	733
1030	501	735
1031	501
1032	504
1033	504
1034	505
1035	504
1036	508
1037	511
1038	510
1039	508
1040	511
1041	504
1042	513
1043	517
1044	516
1045	522
1046	521
1047	523
1048	522
1049	504
1050	523
1051	523
1052	525
1053	528
1054	527
1055	525
1056	528
1057	525
1058	530
1059	533
1060	532
1061	530
1062	533
1063	530
1064	536
1065	543
1066	542
1067	543
1068	544
1069	544
1070	545
1071	550	1100
1072	549	1099
1073	545
1074	550
1075	552	1102
1076	553	1103
1077	557	1107
1078	555	1105
1079	557	1107
1080	556	1106
1081	553	1103	1111	1302	1341
1082	557	1107	1114	1305	1345
1083	557	562	1107
1084	558	558	1108
1085	562
1086	560
1087	570
1088	565
1089	570
1090	567
1091	567
1092	569
1093	570
1094	571
1095	571
1096	573
1097	577
1098	575
1099	577
1100	576
1101	573
1102	577
1103	571
1104	579
1105	586	822	1127
1106	582	821	1121
1107	586	822	1127
1108	584	819	1125
1109	586	822	1127
1110	585	820	1126
1111	570
1112	586
1113	589	629	701	1130
1114	588	628	700	1129
1115	586	1127
1116	589	1130
1117	589	1130
1118	592	1133
1119	596	1137	1309
1120	593	1134	1308
1121	596	1137
1122	595	1136
1123	592	1133	1307
1124	596	1137	1309
1125	592	1133
1126	599	1140
1127	601	1142
1128	600	1141
1129	599	1140
1130	601	1142
1131	599	1140
1132	604	1146
1133	604
1134	605
1135	609	884	1088	1336
1136	608	883	1087	1335
1137	605
1138	609
1139	615
1140	613
1141	615
1142	614
1143	625	625
1144	615	629
1145	621
1146	618
1147	621
1148	619
1149	621
1150	620
1151	623
1152	621
1153	623
1154	622
1155	615
1156	623
1157	625
1158	624
1159	629	633	1150
1160	627	632	1149
1161	637	1254
1162	633	1251
1163	637	1254
1164	634	1253
1165	637
1166	635
1167	637
1168	636
1169	637
1170	639
1171	641	1257
1172	640	1256
1173	639
1174	641
1175	644
1176	643
1177	641	644	1257	1274
1178	644
1179	646
1180	646
1181	647
1182	652
1183	649
1184	652	1118
1185	650	1116
1186	652
1187	651
1188	647
1189	652
1190	655
1191	654
1192	652
1193	655
1194	639
1195	659
1196	662	1174
1197	660	1172
